City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,olonkinbyen,70.9221,-8.7187,4.0,90,100,8.23,SJ,1720570019
84,iquique,-20.2208,-70.1431,16.02,82,11,2.76,CL,1720570020
85,acarau,-2.8856,-40.12,25.64,83,5,6.57,BR,1720570020
86,itaituba,-4.2761,-55.9836,25.31,70,62,0.52,BR,1720570021
87,ribeira grande,38.5167,-28.7,22.65,87,51,1.34,PT,1720569727
88,kingsville,27.5159,-97.8561,32.97,70,0,4.12,US,1720570023
89,qarazhal,48.0078,70.7903,17.29,68,3,3.55,KZ,1720570024
90,yesilhisar,38.3497,35.0867,19.79,67,21,2.08,TR,1720570024
91,mount pearl,47.5166,-52.7813,18.58,91,65,2.68,CA,1720570025
92,palikir - national government center,6.9248,158.1611,30.47,74,100,5.14,FM,1720569798
93,ilulissat,69.2167,-51.1,2.38,99,100,1.89,GL,1720570027
94,ebon,4.582,168.6964,28.78,76,29,4.4,MH,1720570027
95,al artawiyah,26.5053,45.3444,32.2,16,7,4.76,SA,1720570028
96,coyhaique,-45.5752,-72.0662,-2.0,98,50,2.54,CL,1720570029
97,siwa oasis,29.2041,25.5195,29.55,41,0,4.11,EG,1720570030
98,papao,-17.75,-149.55,27.82,71,59,0.96,PF,1720570031
99,college,64.8569,-147.8028,15.6,85,100,2.06,US,1720570032
100,tazovsky,67.4667,78.7,11.87,69,87,5.0,RU,1720570032
101,manismata,-2.4667,111.0333,24.65,87,90,1.72,ID,1720570033
102,constantia,44.1833,28.65,26.5,52,0,5.04,RO,1720569845
103,taroa,8.7058,171.2275,28.1,71,31,8.5,MH,1720570035
104,mili,6.0815,171.735,28.2,80,68,8.29,MH,1720570035
105,salalah,17.0151,54.0924,27.05,94,100,2.57,OM,1720570036
106,floro,61.5996,5.0328,13.04,93,53,3.09,NO,1720570037
107,farkhor,37.4922,69.4036,26.34,28,61,0.54,TJ,1720570038
108,novodvinsk,64.4165,40.8122,15.86,93,84,2.11,RU,1720570039
109,inarajan village,13.2736,144.7484,30.78,88,29,7.35,GU,1720570040
110,uyuni,-20.4597,-66.825,1.44,19,0,9.97,BO,1720570041
111,corinto,37.9407,22.9573,30.5,50,0,2.47,GR,1720570042
112,havre,49.5833,0.3333,18.87,82,75,3.6,FR,1720570042
113,mejit,10.2753,170.8646,27.74,71,47,7.66,MH,1720569986
114,lebu,-37.6167,-73.65,6.3,74,0,5.22,CL,1720570044
115,ar raqqah,35.95,39.0167,29.99,57,16,5.92,SY,1720570045
116,afaahiti,-17.75,-149.2833,26.93,74,50,2.08,PF,1720569825
117,arucas,28.1198,-15.5233,21.43,91,40,5.26,ES,1720570046
118,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,3.0,RU,1720570047
119,walvis bay,-22.9575,14.5053,11.16,66,0,4.29,NA,1720570048
120,wailua homesteads,22.0669,-159.378,27.29,70,21,3.58,US,1720569750
121,itamaraca,-7.7478,-34.8256,23.94,89,15,3.32,BR,1720570049
122,kapuskasing,49.4169,-82.4331,21.8,73,47,1.62,CA,1720570050
123,nar'yan-mar,67.6713,53.087,16.49,97,93,3.2,RU,1720570051
124,pilar,-9.5972,-35.9567,21.11,96,2,0.85,BR,1720570052
125,tamarin,-20.3256,57.3706,19.18,86,4,2.93,MU,1720570052
126,jamestown,42.097,-79.2353,24.77,100,75,2.06,US,1720570053
127,tambura,5.6,27.4667,21.65,86,66,1.81,SS,1720570054
128,mareeba,-17.0,145.4333,23.6,71,62,1.45,AU,1720570055
129,ghat,24.9647,10.1728,29.57,14,7,1.91,LY,1720569787
130,mohale's hoek,-30.1514,27.4769,3.04,35,71,3.85,LS,1720570056
131,nemuro,43.3236,145.575,14.5,99,100,1.77,JP,1720570057
132,florence,43.7667,11.25,24.61,70,0,2.06,IT,1720570058
133,newport,51.5877,-2.9984,16.92,90,73,5.31,GB,1720570058
134,antsiranana,-12.2787,49.2917,21.36,70,10,6.07,MG,1720570059
135,georgetown,5.4112,100.3354,24.97,94,20,1.54,MY,1720570060
136,barra,-11.0894,-43.1417,23.73,52,9,3.03,BR,1720570061
137,itarantim,-15.6597,-40.0656,18.51,94,46,1.29,BR,1720570062
138,sao tome,0.3365,6.7273,23.65,78,97,3.63,ST,1720570062
139,sitka,57.0531,-135.33,12.94,94,100,3.6,US,1720569876
140,malango,-2.9627,119.9001,20.31,92,97,0.59,ID,1720570065
141,chaman,30.9236,66.4512,27.15,28,4,2.26,PK,1720570065
142,kuta,-8.7233,115.1723,26.97,89,75,5.66,ID,1720570066
143,ma'an,26.9775,110.7211,27.14,79,60,1.88,CN,1720570067
144,ashland,40.8167,-82.2665,27.3,93,100,3.63,US,1720569934
145,rupert,42.6191,-113.6772,32.97,25,0,3.6,US,1720569928
146,el alto,-4.2714,-81.2147,17.81,84,23,7.89,PE,1720570070
147,tralee,52.2704,-9.7026,12.48,97,92,1.99,IE,1720569813
148,udachny,66.4167,112.4,23.17,52,100,4.87,RU,1720569939
149,labytnangi,66.6572,66.4183,17.35,65,6,0.89,RU,1720570072
150,saipan,15.1355,145.701,32.39,70,40,6.69,MP,1720570073
151,faaa,-17.55,-149.6,27.98,65,20,4.02,PF,1720570074
152,klyuchi,52.2667,79.1667,16.07,81,15,2.51,RU,1720570075
153,inonu,37.3167,33.7667,20.2,60,1,2.83,TR,1720570075
154,ushuaia,-54.8,-68.3,3.81,87,75,17.49,AR,1720570076
155,east london,-33.0153,27.9116,21.22,28,85,8.85,ZA,1720570077
156,ben gardane,33.1378,11.2197,29.16,40,8,3.01,TN,1720570078
157,yellowknife,62.456,-114.3525,24.67,63,100,3.48,CA,1720570078
158,howard springs,-12.497,131.047,27.15,61,41,5.11,AU,1720570079
159,ola,59.5833,151.2833,19.1,51,49,6.41,RU,1720570028
160,al mijlad,11.0333,27.7333,28.95,53,64,4.57,SD,1720570081
161,alofi,-19.0595,-169.9187,23.94,57,75,9.26,NU,1720570081
162,hamilton,39.1834,-84.5333,29.35,75,100,2.68,US,1720569726
163,san luis de la loma,17.2706,-100.8939,26.89,87,100,0.56,MX,1720570083
164,enzan,35.7,138.7333,26.61,76,85,1.32,JP,1720570084
165,howrah,22.5892,88.3103,29.0,94,75,3.09,IN,1720570084
166,malabar,-33.9667,151.25,16.53,70,40,4.12,AU,1720570085
167,rabaul,-4.1967,152.1721,28.91,72,80,5.35,PG,1720570086
168,kapa'a,22.0752,-159.319,29.18,68,40,6.69,US,1720570088
169,trincomalee,8.5711,81.2335,27.36,75,64,8.78,LK,1720570088
170,longyearbyen,78.2186,15.6401,4.91,81,75,9.77,SJ,1720570089
171,azemmour,33.2895,-8.3425,20.0,87,0,5.76,MA,1720570090
172,guerrero negro,27.9769,-114.0611,22.56,66,2,6.16,MX,1720569824
173,trikala,39.5553,21.7675,26.15,32,0,1.57,GR,1720570091
174,namtsy,62.7161,129.6658,17.09,71,88,4.48,RU,1720570092
175,santyoku,37.4406,129.1708,21.47,97,100,1.46,KR,1720570093
176,borkum,53.5809,6.6915,18.97,92,100,3.32,DE,1720570094
177,labrador city,52.9463,-66.9114,15.11,89,100,1.74,CA,1720570095
178,kruisfontein,-34.0033,24.7314,12.71,71,53,3.23,ZA,1720569867
179,zaozersk,69.4005,32.4476,9.99,75,86,1.95,RU,1720570097
180,chebba,35.2372,11.115,25.89,66,0,1.68,TN,1720570098
181,anloga,5.7947,0.8973,24.8,87,32,5.96,GH,1720570099
182,quellon,-43.1167,-73.6167,3.96,82,10,2.55,CL,1720570100
183,karachayevsk,43.774,41.9142,17.08,81,100,2.22,RU,1720570101
184,cookeville,36.1628,-85.5016,30.44,66,0,6.69,US,1720570101
185,tidjikja,18.5564,-11.4271,33.78,13,5,2.34,MR,1720570102
186,plastun,44.7561,136.2939,21.34,51,40,1.23,RU,1720570103
187,prado,-17.3411,-39.2208,24.1,82,8,4.76,BR,1720570104
188,soio,-6.1349,12.3689,20.61,93,31,2.71,AO,1720570105
189,puerto san jose,13.9256,-90.8244,28.03,79,100,2.06,GT,1720570105
190,minas de marcona,-15.2119,-75.1103,10.39,88,7,5.82,PE,1720570106
191,nema,57.5067,50.5011,19.35,72,44,2.12,RU,1720570107
192,vilyuchinsk,52.9306,158.4028,12.15,95,100,1.51,RU,1720570108
193,salekhard,66.53,66.6019,17.46,63,11,1.11,RU,1720570109
194,prince rupert,54.3161,-130.3201,18.05,76,0,4.63,CA,1720569904
195,al kharj,24.155,47.3346,31.49,18,13,1.03,SA,1720570111
196,port elizabeth,-33.918,25.5701,14.06,80,43,3.58,ZA,1720570112
197,codrington,-38.2667,141.9667,8.68,82,2,4.06,AU,1720570112
198,utrik,11.2278,169.8474,27.86,73,15,7.84,MH,1720570113
199,papatowai,-46.5619,169.4708,9.97,70,63,2.73,NZ,1720570114
200,chonchi,-42.6128,-73.8092,3.95,94,2,1.54,CL,1720570115
201,carnarvon,-24.8667,113.6333,21.73,88,2,2.94,AU,1720570078
202,zalingei,12.9096,23.4741,25.74,64,97,1.59,SD,1720570116
203,laguna,38.421,-121.4238,39.49,33,0,4.12,US,1720570117
204,fisterra,42.9049,-9.2629,18.34,98,98,4.56,ES,1720570119
205,aral,40.5156,81.2636,25.79,29,2,3.06,CN,1720570119
206,vila do maio,15.1333,-23.2167,23.04,84,41,7.92,CV,1720570120
207,mogocha,53.7333,119.7667,24.47,56,48,1.06,RU,1720570121
208,tsagan aman,47.5639,46.7218,23.1,39,0,3.22,RU,1720570122
209,talnakh,69.4865,88.3972,17.56,65,6,1.53,RU,1720570123
210,souillac,-20.5167,57.5167,16.86,67,6,3.0,MU,1720570123
211,nanao,37.05,136.9667,25.66,97,100,4.07,JP,1720570124
212,turpan,42.9333,89.1667,32.66,31,41,1.52,CN,1720570125
213,sinan,34.8262,126.1086,20.98,99,100,8.81,KR,1720570126
214,nuku'alofa,-21.1333,-175.2,24.19,64,75,8.23,TO,1720570127
215,parasia,22.2,78.7667,23.68,95,67,1.93,IN,1720570127
216,lamar,33.6668,-95.5836,30.55,55,0,1.36,US,1720570128
217,grand falls-windsor,48.9332,-55.6649,21.95,84,99,0.45,CA,1720570129
218,coquimbo,-29.9533,-71.3436,10.85,77,100,1.54,CL,1720570130
219,zaragoza,41.6561,-0.8773,26.38,64,0,3.09,ES,1720570130
220,smara,26.7384,-11.6719,19.76,74,0,6.22,EH,1720570131
221,wangqing,43.3218,129.7634,21.68,51,0,1.17,CN,1720570132
222,farsan,32.2569,50.561,20.1,20,4,2.24,IR,1720570133
223,itamarandiba,-17.8572,-42.8589,16.97,61,9,1.74,BR,1720570134
224,alesund,62.4723,6.1549,12.64,92,38,3.09,NO,1720570134
225,carora,10.1755,-70.0827,29.14,50,90,8.29,VE,1720570135
226,cidade velha,14.9167,-23.6167,24.17,75,44,4.98,CV,1720570136
227,weno,7.4515,151.8468,30.97,89,100,2.06,FM,1720570137
228,guigang,23.0964,109.6092,27.62,85,51,2.44,CN,1720570138
229,roma,43.2128,-75.4557,27.75,77,40,2.57,US,1720570138
230,uturoa,-16.7333,-151.4333,25.97,72,11,2.43,PF,1720570140
231,enewetak,11.3474,162.3373,28.87,73,10,7.08,MH,1720570141
232,dunedin,-45.8742,170.5036,8.78,90,80,1.76,NZ,1720570141
233,yung shue wan,22.2333,114.1167,30.68,87,2,2.34,HK,1720570142
234,hithadhoo,-0.6,73.0833,28.41,73,72,2.69,MV,1720570104
235,marconia,40.3628,16.6876,27.09,58,0,2.56,IT,1720570144
236,swan hill,-35.3378,143.5544,10.23,69,0,2.72,AU,1720570145
237,saint-pierre,-21.3393,55.4781,16.82,63,0,2.57,RE,1720570146
238,kingscliff,-28.2667,153.5667,18.2,94,100,0.0,AU,1720570146
239,san patricio,28.017,-97.5169,32.97,59,96,6.82,US,1720570147
240,codajas,-3.8367,-62.0569,27.65,60,58,1.45,BR,1720570148
241,dawei,14.0833,98.2,26.13,86,95,0.79,MM,1720570149
242,punta arenas,-53.15,-70.9167,5.06,81,75,15.95,CL,1720570150
243,graaff-reinet,-32.2522,24.5308,11.32,44,100,4.8,ZA,1720570150
244,oranjemund,-28.55,16.4333,13.09,56,13,1.02,NA,1720570151
245,anadyr,64.75,177.4833,16.28,54,40,13.86,RU,1720569987
246,cockburn town,21.4612,-71.1419,28.28,83,0,7.38,TC,1720569900
247,kittila,67.6647,24.8936,10.08,81,0,2.57,FI,1720570153
248,rice lake,45.5061,-91.7382,27.18,48,40,0.0,US,1720570154
249,bubaque,11.2833,-15.8333,27.39,81,45,5.29,GW,1720570155
250,kayangel,8.0823,134.7173,27.63,82,100,4.77,PW,1720570156
251,iskateley,67.6803,53.1512,16.56,97,96,3.15,RU,1720570156
252,bonthe,7.5264,-12.505,24.49,91,72,3.12,SL,1720570157
253,tamanrasset,22.785,5.5228,27.95,9,0,2.06,DZ,1720570158
254,huanan,46.2167,130.5167,19.67,75,73,3.11,CN,1720570159
255,hammerfest,70.6634,23.6821,10.25,81,75,5.14,NO,1720570160
256,yarmouth,41.7057,-70.2286,25.54,90,100,6.17,US,1720570160
257,sao jose de ribamar,-2.5619,-44.0542,26.21,78,37,4.94,BR,1720570161
258,tazacorte,28.629,-17.9293,21.54,94,20,5.14,ES,1720569926
259,vadso,70.0744,29.7487,10.49,87,100,3.6,NO,1720570163
260,pontianak,-0.0333,109.3333,24.99,100,20,2.57,ID,1720570164
261,louis trichardt,-23.0439,29.9032,7.95,15,0,1.7,ZA,1720570164
262,kertih,4.5141,103.4483,25.26,89,98,2.12,MY,1720570165
263,kodinsk,58.6881,99.1844,22.11,66,83,0.76,RU,1720570008
264,leshan,29.5623,103.7639,23.31,98,100,0.74,CN,1720570167
265,la ronge,55.1001,-105.2842,23.28,43,33,3.66,CA,1720570167
266,suva,-18.1416,178.4415,24.13,72,87,7.99,FJ,1720570168
267,myeik,12.4333,98.6,27.09,82,100,1.05,MM,1720570169
268,parauna,-16.9478,-50.4486,23.35,37,2,2.01,BR,1720570170
269,ust-nera,64.5667,143.2,21.46,35,76,2.22,RU,1720569937
270,margate,51.3813,1.3862,17.17,88,90,4.93,GB,1720570171
271,papayal,-4.0761,-80.7361,23.73,64,35,1.16,PE,1720570172
272,isangel,-19.55,169.2667,27.06,61,40,7.72,VU,1720570173
273,tikrit,34.6071,43.6782,34.15,16,0,2.27,IQ,1720570174
274,cruzeiro do sul,-29.5128,-51.9853,7.51,93,100,0.53,BR,1720570174
275,villazon,-22.0866,-65.5942,5.15,6,1,10.09,BO,1720570175
276,kismayo,-0.3582,42.5454,24.9,86,94,7.34,SO,1720570176
277,ratnagiri,16.9833,73.3,25.4,87,97,1.95,IN,1720570177
278,natal,-5.795,-35.2094,24.61,88,7,3.35,BR,1720570093
279,huamachuco,-7.8,-78.0667,12.26,65,30,1.48,PE,1720570178
280,buala,-8.145,159.5921,26.92,86,100,5.09,SB,1720570179
281,rio san juan,19.6439,-70.0763,26.57,90,77,3.93,DO,1720570180
282,novyy urengoy,66.0833,76.6333,15.44,60,94,5.43,RU,1720570181
283,puerto lempira,15.2667,-83.7667,26.9,86,57,4.36,HN,1720570182
284,san antonio de pale,-1.4014,5.6325,22.43,81,73,3.84,GQ,1720570182
285,lihue,21.9789,-159.3672,28.77,67,40,6.69,US,1720570183
286,sterling,39.0062,-77.4286,33.48,64,75,2.06,US,1720570184
287,raduzhny,62.0961,77.475,15.99,66,49,3.36,RU,1720570185
288,segou,13.4317,-6.2157,28.67,63,100,3.23,ML,1720570186
289,ilhabela,-23.7781,-45.3581,18.43,94,100,0.72,BR,1720570186
290,sunne,59.8376,13.143,13.18,80,84,0.76,SE,1720570187
291,magadan,59.5667,150.8,18.2,54,50,6.54,RU,1720570188
292,geraldton,-28.7667,114.6,18.23,88,100,4.63,AU,1720570173
293,ironwood,46.4547,-90.171,24.45,47,0,2.06,US,1720570190
294,khandyga,62.6667,135.6,14.37,95,100,0.63,RU,1720570190
295,durazno,-33.4131,-56.5006,1.19,84,5,4.02,UY,1720570191
296,luganville,-15.5333,167.1667,26.08,72,89,6.97,VU,1720570192
297,pangoa,-12.1167,-73.0,19.49,98,98,0.55,PE,1720570193
298,kudahuvadhoo,2.6708,72.8944,28.35,73,44,1.98,MV,1720570193
